substation_transformer_id,sap_equipment_id,user_status,substation_id,substation_name,substation_hftd,substation_hfra,substation_region,substation_division,substation_county,bank_id,equipment_description,functional_location,functional_location_desc,planner_group,position,install_date,in_service_date,nominal_voltages_primary_kv,nominal_voltages_secondary_kv,primary_winding_connection,secondary_winding_connection,nameplate_cap_max_kva,base_kva,phase,manufacturer,vintage,manufacturer_model_number,ltc_present,main_workcenter,unit_substation,fuse_protected,pressure_relief_mfr,pressure_relief_model_number,extreme_pressure_relief_device_present,latitude,longitude,toa_dga_result_ts_id,toa_fq_result_ts_id,toa_pcb_result_ts_id,toa_moisture_result_ts_id,toa_furan_result_ts_id,manufacturer_description,manufacture_serial_number,system_status,nominal_voltages_tertiary_kv,tertiary_winding_connection,cooling_stage,temp_rise_deg_c,primary_rated_voltage,secondary_rated_voltage,year_of_manufacture,iron_losses,copper_losses,nameplate_cap_rating_1_kva,nameplate_cap_rating_2_kva,nameplate_cap_rating_3_kva,rated_tertiary_kva,equipment_type,manufactured,oil_directed_piping,insulating_fluid_type,impedance_pct,oil_total_gals,online_dga_monitor,rewound,pre_bt_mfr_value,winding_material,nlt_a_1_pri_rated_voltage_v,nlt_b_2_pri_rated_voltage_v,nlt_c_3_pri_rated_voltage_v,nlt_d_4_pri_rated_voltage_v,nlt_e_5_pri_rated_voltage_v,nlt_a_1_sec_rated_voltage_v,nlt_b_2_sec_rated_voltage_v,nlt_c_3_sec_rated_voltage_v,nlt_d_4_sec_rated_voltage_v,nlt_e_5_sec_rated_voltage_v
ETS.15.12462-41135766,41135766,[INSV],ETS.15.12462,"Hatton Sub, Moss Landing Hq",TIER 2,HFRA Addition,South Bay & Central Coast,Central Coast,Monterey,BK 1B,BK 1B SINGLE PHASE TRANSFORMER,ETS.15.12462.TXFR,"HATTON SUB, POWER TRANSFORMERS",DS1,,2002-07-01,,60.0,12.0,WYE,WYE,5333.0,5333.0,1,ABB,,U,N,MOSSLNDG,DCS,Y,,,N,0.0,0.0,41135766-dga_result,41135766-fq_result,41135766-pcb_result,41135766-moisture_result,41135766-furan_result,Asea Brown Boveri,UE11383004,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,5333.0,,,,ETS.TXFR,2002-04-01,,,,1223,,N,ABB,,,,,,,,,,,
ETS.15.12462-41135767,41135767,[INSV],ETS.15.12462,"Hatton Sub, Moss Landing Hq",TIER 2,HFRA Addition,South Bay & Central Coast,Central Coast,Monterey,BK 1C,BK 1C SINGLE PHASE TRANSFORMER,ETS.15.12462.TXFR,"HATTON SUB, POWER TRANSFORMERS",DS1,,2002-07-01,,60.0,12.0,WYE,WYE,5333.0,5333.0,1,ABB,,U,N,MOSSLNDG,DCS,Y,,,N,0.0,0.0,41135767-dga_result,41135767-fq_result,41135767-pcb_result,41135767-moisture_result,41135767-furan_result,Asea Brown Boveri,UE11383002,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,5333.0,,,,ETS.TXFR,2002-04-01,,,,1223,,N,ABB,,,,,,,,,,,
ETS.22.12557-41135834,41135834,[INSV],ETS.22.12557,"Kirker Sub, Concord Hq",TIER 1,,Bay Area,Diablo,Contra Costa,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.22.12557.TXFR,"KIRKER SUB, POWER TRANSFORMERS",DS1,BK2,1970-06-08,,115.0,21.0,WYE,WYE,45000.0,27000.0,3,KU,,U,Y,CONCORD,DCS,,QLTRL,,Y,0.0,0.0,41135834-dga_result,41135834-fq_result,41135834-pcb_result,41135834-moisture_result,41135834-furan_result,KUHLMAN,2928515,[INST],7.2,DELTA,OA/FA/FA,65.0,115.0,21.0,,,,27000.0,36000.0,45000.0,,ETS.TXFR,1970-01-01,,,7.96,8062,,N,KUL,,,,,,,,,,,
ETS.15.12150-41135837,41135837,[INSV],ETS.15.12150,"Camp Evers Sub, Moss Landing Hq",TIER 1,,South Bay & Central Coast,Central Coast,Santa Cruz,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.15.12150.TXFR,"CAMP EVERS SUB, POWER TRANSFORMERS",DS1,,2002-07-03,,115.0,21.0,WYE,WYE,45000.0,27000.0,3,ABB,,SL,Y,MOSSLNDG,DCS,N,,,N,0.0,0.0,41135837-dga_result,41135837-fq_result,41135837-pcb_result,41135837-moisture_result,41135837-furan_result,Asea Brown Boveri,SLL93781,[INST],7.2,DELTA,OA/FA/FA,65.0,115.0,21.0,,,,27000.0,36000.0,45000.0,,ETS.TXFR,1997-12-01,,,7.99,8577,,N,ABB,,,,,,,,,,,
ETS.18.12189-41138802,41138802,[INSV],ETS.18.12189,"Channel Sub, Stockton Hq",TIER 1,,Central Valley,Stockton,San Joaquin,BK 1,BK 1 3 PH TRANSFORMER WITH LTC,ETS.18.12189.TXFR,"CHANNEL SUB, POWER TRANSFORMERS",DS1,,2002-04-05,,60.0,12.0,WYE,WYE,12500.0,10000.0,3,KU,,U,Y,STOCKTON,DCS,Y,,,N,0.0,0.0,41138802-dga_result,41138802-fq_result,41138802-pcb_result,41138802-moisture_result,41138802-furan_result,KUHLMAN,301505002,[INST],,,OA/FA,65.0,60.0,12.0,,,,10000.0,12500.0,,4375.0,ETS.TXFR,2001-05-01,,,,4519,YES,,KUL,,,,,,,,,,,
ETS.19.12056-41138804,41138804,[INSV],ETS.19.12056,"Bangor Sub, Table Mountain Hq",TIER 2,HFRA Addition,North Valley & Sierra,North Valley,Butte,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.19.12056.TXFR,"BANGOR SUB, POWER TRANSFORMERS",DS1,BK 1,1997-04-27,,60.0,12.0,WYE,WYE,12500.0,10000.0,3,KU,,U,Y,TABLEMTN,GM&C,Y,,,N,0.0,0.0,41138804-dga_result,41138804-fq_result,41138804-pcb_result,41138804-moisture_result,41138804-furan_result,KUHLMAN,301505003,[INST],7.2,DELTA,OA/FA,65.0,,,,13900.0,61600.0,10000.0,12500.0,,10500.0,ETS.TXFR,1997-01-01,,,8.22,5915,,N,WAUK,,,,,,,,,,,
ETS.19.12232-41138817,41138817,[INSV],ETS.19.12232,"Columbia Hill Sub, Table Mountain Hq",TIER 3,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 1A,BK 1 A SINGLE PHASE TRANSFORMER,ETS.19.12232.TXFR,"COLUMBIA HILL SUB, POWER TRANSFORMERS",DS1,,2001-11-08,,60.0,12.0,WYE,WYE,1500.0,1500.0,1,ABB,,RSL,N,TABLEMTN,GM&C,Y,WEC,MECH,Y,0.0,0.0,41138817-dga_result,41138817-fq_result,41138817-pcb_result,41138817-moisture_result,41138817-furan_result,Asea Brown Boveri,UA10186002,[INST],2.4,DELTA,OA,65.0,,,,,,1500.0,,,,ETS.TXFR,1991-01-01,,,7.5,981,,N,WEC,,,,,,,,,,,
ETS.19.12232-41138818,41138818,[INSV],ETS.19.12232,"Columbia Hill Sub, Table Mountain Hq",TIER 3,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 1B,BK 1 B SINGLE PHASE TRANSFORMER,ETS.19.12232.TXFR,"COLUMBIA HILL SUB, POWER TRANSFORMERS",DS1,,2001-11-08,,60.0,12.0,WYE,WYE,1500.0,1500.0,1,ABB,,RSL,N,TABLEMTN,GM&C,Y,WEC,MECH,Y,0.0,0.0,41138818-dga_result,41138818-fq_result,41138818-pcb_result,41138818-moisture_result,41138818-furan_result,Asea Brown Boveri,UA10186003,[INST],2.4,DELTA,OA,65.0,,,,6306.0,15493.0,1500.0,,,,ETS.TXFR,1927-01-27,,,7.3,981,,N,WEC,,,,,,,,,,,
ETS.19.12232-41138819,41138819,[INSV],ETS.19.12232,"Columbia Hill Sub, Table Mountain Hq",TIER 3,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 1C,BK 1 C SINGLE PHASE TRANSFORMER,ETS.19.12232.TXFR,"COLUMBIA HILL SUB, POWER TRANSFORMERS",DS1,,2001-11-08,,60.0,12.0,WYE,WYE,1500.0,1500.0,1,ABB,,RSL,N,TABLEMTN,GM&C,Y,WEC,MECH,Y,0.0,0.0,41138819-dga_result,41138819-fq_result,41138819-pcb_result,41138819-moisture_result,41138819-furan_result,Asea Brown Boveri,UA10186001,[INST],2.4,DELTA,OA,65.0,,,,6240.0,30622.0,1500.0,,,,ETS.TXFR,1927-01-27,,,7.5,981,,N,WEC,,,,,,,,,,,
ETS.19.12232-41138820,41138820,"[IDLE, spar]",ETS.19.12232,"Columbia Hill Sub, Table Mountain Hq",TIER 3,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 1SP,BK 1 SP SINGLE PHASE TRANSFORMER - IDLE,ETS.19.12232.TXFR,"COLUMBIA HILL SUB, POWER TRANSFORMERS",DS1,,2001-11-08,,60.0,12.0,WYE,WYE,1500.0,1500.0,1,ABB,,RSL,N,TABLEMTN,GM&C,Y,WEC,MECH,Y,0.0,0.0,41138820-dga_result,41138820-fq_result,41138820-pcb_result,41138820-moisture_result,41138820-furan_result,Asea Brown Boveri,UA10186004,[INST],2.4,DELTA,OA,65.0,,,,,,1500.0,,,,ETS.TXFR,1946-06-01,,,7.4,965,,N,WEC,,,,,,,,,,,
ETS.97-41140130,41140130,"[IDLE, stor]",ETS.97,Newark Storage Facility,,,,,,,TT 5.0-2 3 PHASE TXFR WITH LTC - IDLE,ETS.97,NEWARK STORAGE FACILITY,DS1,,2002-02-01,,21.0,4.0,DELTA,WYE,5000.0,5000.0,3,ABB,2002,,Y,HAYWARD,DCS,,,,N,0.0,0.0,41140130-dga_result,41140130-fq_result,41140130-pcb_result,41140130-moisture_result,41140130-furan_result,Asea Brown Boveri,HA10226001,[ASEQ],4.16,DELTA,OA,65.0,24.0,4.0,2002,,,5000.0,,,,ETS.TXFR,2002-02-01,,,,,,N,ABB,,,,,,,,,,,
ETS.17.10065-41140737,41140737,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,SU 2-2 THU22,SU 2-2 THU22 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,1970-01-01,,12.0,4.0,DELTA,WYE,40000.0,24000.0,3,FEDERAL PACIFIC ELECTRIC,,F1322A208461,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,Federal Pacific Electric,208461,[INST],4.16,WYE,OA/FA/FA,,12.0,4.0,,,,24000.0,32000.0,40000.0,,ETS.TXFR,,,,,,,,FPE,,,,,,,,,,,
ETS.17.10065-41140757,41140757,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,SP AUX TVASP,SPARE AUX TVASP 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,1997-01-01,,24.0,12.0,DELTA,DELTA,56250.0,56250.0,3,WESTINGHOUSE,,SF18630,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,WESTINGHOUSE3,RGP3188,[INST],,,OA/FA/FA,65.0,24.0,12.0,,,,56250.0,45000.0,33750.0,,ETS.TXFR,,,,,,,,WEC,,,,,,,,,,,
ETS.17.10065-41141166,41141166,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,SP SU THUSP,SPARE SU THUSP 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,,,12.0,4.0,DELTA,WYE,40000.0,24000.0,3,FEDERAL PACIFIC ELECTRIC,,F1322A511541,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,Federal Pacific Electric,215671,[INST],4.16,WYE,OA/FA/FA,,12.0,4.0,,,,24000.0,32000.0,40000.0,,ETS.TXFR,,,,,,,,FPE,,,,,,,,,,,
ETS.17.10065-41141167,41141167,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,SP AUX THASP,SPARE AUX THASP 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,,,24.0,4.0,DELTA,WYE,40000.0,40000.0,3,FEDERAL PACIFIC ELECTRIC,,F1322A511541,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,Federal Pacific Electric,511541,[INST],,,OA/FA/FA,65.0,24.0,4.0,,,,40000.0,32000.0,24000.0,,ETS.TXFR,,,,,,,,FPE,,,,,,,,,,,
ETS.17.10065-41141610,41141610,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,AUX 1-2 THA12,AUX 1-2 THA12 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,1984-04-29,,24.0,4.0,DELTA,WYE,40000.0,40000.0,3,FEDERAL PACIFIC ELECTRIC,,F1304C0093,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,Federal Pacific Electric,213531,[INST],,,OA/FA/FA,65.0,24.0,4.0,,,,40000.0,32000.0,24000.0,,ETS.TXFR,,,,,,,,FPE,,,,,,,,,,,
ETS.17.10065-41141611,41141611,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,AUX 2-2 THA22,AUX 2-2 THA22 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,1985-08-20,,24.0,4.0,DELTA,WYE,40000.0,40000.0,3,FEDERAL PACIFIC ELECTRIC,,F1304C0093,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,Federal Pacific Electric,208411,[INST],,,OA/FA/FA,65.0,24.0,4.0,,,,40000.0,32000.0,24000.0,,ETS.TXFR,,,,,,,,FPE,,,,,,,,,,,
ETS.17.10065-41141612,41141612,"[3rd, INSV]",ETS.17.10065,"Diablo Canyon Pp, Pismo Beach Hq",TIER 3,HFRA Addition,South Bay & Central Coast,Los Padres,San Luis Obispo,AUX 2-1 TVA21,AUX 2-1 TVA21 3 PHASE TRANSFORMER,ETS.17.10065.TXFR,"DIABLO CANYON PP, POWER TRANSFORMERS",TS1,,1998-03-09,,24.0,12.0,DELTA,DELTA,56250.0,56250.0,3,U.S. TRANSFORMER WEST INC.,,SL,N,PISMOBCH,DCPP,,,,N,0.0,0.0,,,,,,U.S. Transformer West Inc.,14271196,[INST],,,OA/FA/FA,65.0,24.0,12.0,,,,56250.0,45000.0,33750.0,,ETS.TXFR,,,,,,,,UST,,,,,,,,,,,
ETS.02.12664-41142530,41142530,[INSV],ETS.02.12664,"Mcarthur Sub, Cottonwood Hq",TIER 1,,North Valley & Sierra,North Valley,Shasta,BK 1A,BK 1 A SINGLE PHASE TRANSFORMER,ETS.02.12664.TXFR,"MCARTHUR SUB, POWER TRANSFORMERS",DS1,,2002-09-06,,60.0,12.0,WYE,WYE,3500.0,3500.0,1,ABB,,U,N,COTTONWD,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41142530-dga_result,41142530-fq_result,41142530-pcb_result,41142530-moisture_result,41142530-furan_result,Asea Brown Boveri,UE11384003,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,3500.0,,,1225.0,ETS.TXFR,2002-07-01,,,6.91,1083,,N,ABB,,,,,,,,,,,
ETS.02.12664-41142532,41142532,[INSV],ETS.02.12664,"Mcarthur Sub, Cottonwood Hq",TIER 1,,North Valley & Sierra,North Valley,Shasta,BK 1B,BK 1 B SINGLE PHASE TRANSFORMER,ETS.02.12664.TXFR,"MCARTHUR SUB, POWER TRANSFORMERS",DS1,,2002-09-06,,60.0,12.0,WYE,WYE,3500.0,3500.0,1,ABB,,U,N,COTTONWD,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41142532-dga_result,41142532-fq_result,41142532-pcb_result,41142532-moisture_result,41142532-furan_result,Asea Brown Boveri,UE11384001,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,3500.0,,,1225.0,ETS.TXFR,2002-08-01,,,6.91,1083,,N,ABB,,,,,,,,,,,
ETS.02.12664-41142533,41142533,[INSV],ETS.02.12664,"Mcarthur Sub, Cottonwood Hq",TIER 1,,North Valley & Sierra,North Valley,Shasta,BK 1C,BK 1 C SINGLE PHASE TRANSFORMER,ETS.02.12664.TXFR,"MCARTHUR SUB, POWER TRANSFORMERS",DS1,,2002-09-06,,60.0,12.0,WYE,WYE,3500.0,3500.0,1,ABB,,U,N,COTTONWD,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41142533-dga_result,41142533-fq_result,41142533-pcb_result,41142533-moisture_result,41142533-furan_result,Asea Brown Boveri,UE11384004,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,3500.0,,,1225.0,ETS.TXFR,2002-07-01,,,6.91,1083,,N,ABB,,,,,,,,,,,
ETS.02.12664-41142534,41142534,"[IDLE, spar]",ETS.02.12664,"Mcarthur Sub, Cottonwood Hq",TIER 1,,North Valley & Sierra,North Valley,Shasta,BK 1SP,BK 1 SP SINGLE PHASE TRANSFORMER - IDLE,ETS.02.12664.TXFR,"MCARTHUR SUB, POWER TRANSFORMERS",DS1,,2002-09-06,,60.0,12.0,WYE,WYE,3500.0,3500.0,1,ABB,,U,N,COTTONWD,GM&C,Y,QLTRL,20860E,Y,0.0,0.0,41142534-dga_result,41142534-fq_result,41142534-pcb_result,41142534-moisture_result,41142534-furan_result,Asea Brown Boveri,UE11384002,[INST],2.4,DELTA,OA,65.0,60.0,12.0,,,,3500.0,,,1225.0,ETS.TXFR,2002-07-01,,,6.91,1083,,N,ABB,,,,,,,,,,,
ETS.97-41144491,41144491,"[IDLE, stor]",ETS.97,Newark Storage Facility,,,,,,BK 2SP - IDLE,TXFR - SING PH - EBG -230KV/115KV - IDLE,ETS.97,NEWARK STORAGE FACILITY,TS1,,2003-05-18,,230.0,115.0,,,44800.0,26880.0,1,EBG,2003,EOA40000220E,N,HAYWARD,GM&C,N,,,N,0.0,0.0,41144491-dga_result,41144491-fq_result,41144491-pcb_result,41144491-moisture_result,41144491-furan_result,EBG,N5023101,[INST],13.200000000000001,,OA/FA/FA,65.0,,,2003,,52413.0,26880.0,35840.0,44800.0,9000.0,ETS.TXFR,2001-06-01,,,,,,,UNK,,,,,,,,,,,
ETS.02.12412-41144937,41144937,[INSV],ETS.02.12412,"Girvan Sub, Cottonwood Hq",TIER 1,,North Valley & Sierra,North Valley,Shasta,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.02.12412.TXFR,"GIRVAN SUB, POWER TRANSFORMERS",DS1,0005,2002-10-11,,60.0,12.0,WYE,WYE,16000.0,12000.0,3,KU,,U,Y,COTTONWD,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41144937-dga_result,41144937-fq_result,41144937-pcb_result,41144937-moisture_result,41144937-furan_result,KUHLMAN,322784022,[INST],7.2,DELTA,OA/FA,65.0,60.0,12.0,,,,12000.0,16000.0,,4200.0,ETS.TXFR,2002-09-01,,,7.92,4798,,N,KUL,,,,,,,,,,,
ETS.16.12700-41146725,41146725,[INSV],ETS.16.12700,"Millbrae Sub, San Carlos Hq",TIER 1,,Bay Area,Peninsula,San Mateo,BK 1A,BK 1 A SINGLE PHASE TRANSFORMER,ETS.16.12700.TXFR,"MILLBRAE SUB, POWER TRANSFORMERS",DS1,BK1A,2003-01-30,,60.0,4.0,WYE,WYE,2000.0,2000.0,1,WAUKESHA ELECTRIC SYSTEM,,U,N,SNCARLOS,GM&C,,,,N,0.0,0.0,41146725-dga_result,41146725-fq_result,41146725-pcb_result,41146725-moisture_result,41146725-furan_result,WAUKESHA ELECTRIC SYSTEM,GM022388,[INST],2.4,DELTA,OA/FA,65.0,,,,,,2000.0,,,,ETS.TXFR,2002-04-01,,,,1290,,N,WAUK,,,,,,,,,,,
ETS.16.12700-41146726,41146726,[INSV],ETS.16.12700,"Millbrae Sub, San Carlos Hq",TIER 1,,Bay Area,Peninsula,San Mateo,BK 1B,BK 1 B SINGLE PHASE TRANSFORMER,ETS.16.12700.TXFR,"MILLBRAE SUB, POWER TRANSFORMERS",DS1,BK1B,2003-01-30,,60.0,4.0,WYE,WYE,2000.0,2000.0,1,WAUKESHA ELECTRIC SYSTEM,,U,N,SNCARLOS,GM&C,,,,N,0.0,0.0,41146726-dga_result,41146726-fq_result,41146726-pcb_result,41146726-moisture_result,41146726-furan_result,WAUKESHA ELECTRIC SYSTEM,GM022386,[INST],2.4,DELTA,OA/FA,65.0,,,,,,2000.0,,,,ETS.TXFR,2002-04-01,,,,1290,,N,WAUK,,,,,,,,,,,
ETS.16.12700-41146727,41146727,[INSV],ETS.16.12700,"Millbrae Sub, San Carlos Hq",TIER 1,,Bay Area,Peninsula,San Mateo,BK 1C,BK 1 C SINGLE PHASE TRANSFORMER,ETS.16.12700.TXFR,"MILLBRAE SUB, POWER TRANSFORMERS",DS1,BK1C,2003-01-30,,60.0,4.0,WYE,WYE,2000.0,2000.0,1,WAUKESHA ELECTRIC SYSTEM,,U,N,SNCARLOS,GM&C,,,,N,0.0,0.0,41146727-dga_result,41146727-fq_result,41146727-pcb_result,41146727-moisture_result,41146727-furan_result,WAUKESHA ELECTRIC SYSTEM,GM022389,[INST],2.4,DELTA,OA/FA,65.0,,,,,,2000.0,,,,ETS.TXFR,2002-04-01,,,,1290,,N,WAUK,,,,,,,,,,,
ETS.16.12700-41146728,41146728,"[IDLE, spar]",ETS.16.12700,"Millbrae Sub, San Carlos Hq",TIER 1,,Bay Area,Peninsula,San Mateo,BK 1SP,BK 1 SP SINGLE PHASE TRANSFORMER - IDLE,ETS.16.12700.TXFR,"MILLBRAE SUB, POWER TRANSFORMERS",DS1,BK1S,2003-01-30,,60.0,4.0,WYE,WYE,2000.0,2000.0,1,WAUKESHA ELECTRIC SYSTEM,,U,N,SNCARLOS,GM&C,,,,N,0.0,0.0,41146728-dga_result,41146728-fq_result,41146728-pcb_result,41146728-moisture_result,41146728-furan_result,WAUKESHA ELECTRIC SYSTEM,GM022387,[INST],2.4,DELTA,OA/FA,65.0,,,,,,2000.0,,,,ETS.TXFR,2002-04-01,,,,1290,,N,WAUK,,,,,,,,,,,
ETS.21.12271-41152367,41152367,[INSV],ETS.21.12271,"Davis Sub, Vaca Dixon Hq",TIER 1,,North Valley & Sierra,Sacramento,Yolo,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.21.12271.TXFR,"DAVIS SUB, POWER TRANSFORMERS",DS1,BK1,2002-05-24,,115.0,12.0,WYE,WYE,45000.0,27000.0,3,WAUKESHA,,U,Y,VACADXON,DCS,,,,N,0.0,0.0,41152367-dga_result,41152367-fq_result,41152367-pcb_result,41152367-moisture_result,41152367-furan_result,WAUKESHA,A4458T,[INST],7.2,DELTA,OA/FA/FA,65.0,115.0,12.0,,,,27000.0,36000.0,45000.0,,ETS.TXFR,2002-01-01,,,,6080,,,WAUK,,,,,,,,,,,
ETS.21.13194-41152390,41152390,[INSV],ETS.21.13194,"West Sacramento Sub, Vaca Dixon Hq",TIER 1,,North Valley & Sierra,Sacramento,Yolo,BK 3,BK 3 3 PHASE TRANSFORMER WITH LTC,ETS.21.13194.TXFR,"WEST SACRAMENTO SUB, POWER TRANSFORMERS",DS1,,2000-01-01,,115.0,12.0,WYE,WYE,45000.0,27000.0,3,WAUKESHA,,UZD,Y,VACADXON,DCS,N,,,N,0.0,0.0,41152390-dga_result,41152390-fq_result,41152390-pcb_result,41152390-moisture_result,41152390-furan_result,WAUKESHA,A3427T,[INST],7.2,DELTA,OA/FA/FOA,65.0,115.0,12.0,,,,27000.0,36000.0,45000.0,,ETS.TXFR,2000-01-01,,,11.43,6010,,N,WAUK,,,,,,,,,,,
ETS.21.10176-41152417,41152417,"[IDLE, stor]",ETS.21.10176,"Vaca Dixon Sub, Vaca Dixon Hq",TIER 1,,North Coast,North Bay,Solano,115/60 SNGL PH TXFR,STORED 115/60 SINGLE PH SN# S13931 -IDLE,ETS.21.10176,"VACA DIXON SUB, VACA DIXON HQ",TS1,TXFR,,,115.0,60.0,WYE,WYE,30000.0,18000.0,1,EFACEC,,U,N,VACADXON,GM&C,N,,,N,0.0,0.0,41152417-dga_result,41152417-fq_result,41152417-pcb_result,41152417-moisture_result,41152417-furan_result,EFACEC,S13931,[INST],13.200000000000001,DELTA,OA/FA/FA,65.0,115.0,60.0,,,,18000.0,24000.0,30000.0,6000.0,ETS.TXFR,2001-01-01,,,5.21,1855,,N,EFC,,,,,,,,,,,
ETS.21.10176-41152419,41152419,"[IDLE, stor]",ETS.21.10176,"Vaca Dixon Sub, Vaca Dixon Hq",TIER 1,,North Coast,North Bay,Solano,115/60 SNGL PH TXFR,STORED 115/60 SINGLE PH SN# S13930 -IDLE,ETS.21.10176,"VACA DIXON SUB, VACA DIXON HQ",TS1,TXFR,,,115.0,60.0,WYE,WYE,30000.0,18000.0,1,EFACEC,,U,N,VACADXON,GM&C,N,,,N,0.0,0.0,41152419-dga_result,41152419-fq_result,41152419-pcb_result,41152419-moisture_result,41152419-furan_result,EFACEC,S13930,[INST],13.200000000000001,DELTA,OA/FA/FA,65.0,115.0,60.0,,,,18000.0,24000.0,30000.0,6000.0,ETS.TXFR,2001-01-01,,,5.24,1855,,N,EFC,,,,,,,,,,,
ETS.07.12554-41153210,41153210,[INSV],ETS.07.12554,"Kingsburg Sub, Fresno Hq",TIER 1,,Central Valley,Fresno,Fresno,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.07.12554.TXFR,"KINGSBURG SUB, POWER TRANSFORMERS",DS1,0005,2002-12-19,2002-12-19,115.0,12.0,WYE,WYE,45000.0,27000.0,3,WAUKESHA,,UZDRT,Y,FRESNO,DCS,N,,,N,0.0,0.0,41153210-dga_result,41153210-fq_result,41153210-pcb_result,41153210-moisture_result,41153210-furan_result,WAUKESHA,A4539T,[INST],7.2,DELTA,OA/FA/FA,65.0,,,,,,27000.0,36000.0,45000.0,,ETS.TXFR,2002-01-01,,,11.32,6080,,,WAUK,,,,,,,,,,,
ETS.26.16740-41153705,41153705,"[IDLE, mobl, stor]",ETS.26.16740,"Tesla Mobile Storage, Tesla Hq",TIER 1,,Central Valley,Stockton,Alameda,T-45.0-15,MOBILE T-45.0-15 3 PH TRANSF W/ LTC,ETS.26.16740,"TESLA MOBILE STORAGE, TESLA HQ",DM1,T45,2003-04-07,,230.0,12.0,WYE,WYE,45000.0,45000.0,3,EFACEC,2002,XXX,Y,TESLA,GM&C,N,,,N,0.0,0.0,41153705-dga_result,41153705-fq_result,41153705-pcb_result,41153705-moisture_result,41153705-furan_result,EFACEC,C24021,[INST],,WYE,FOA,60.0,,,2002,,,45000.0,,,,ETS.TXFR,2002-06-01,,,,5548,,,EFC,,,,,,,,,,,
